Team|Num|Pos|Name|GP|G|A|P|+/-|PIM|PP|SH|GW|S|S%
Dallas|55|D|Sergei Gonchar|2|0|0|0|0|2|0|0|0|1|0.00
Dallas|11|L|Curtis McKenzie|2|0|0|0|-1|0|0|0|0|2|0.00
Dallas|37|D|Patrik Nemeth|5|0|0|0|1|2|0|0|0|3|0.00
Dallas|2|D|Jyrki Jokipakka|3|0|0|0|-3|0|0|0|0|2|0.00
Dallas|43|R|Valeri Nichushkin|4|0|0|0|-3|2|0|0|0|2|0.00
Florida|24|R|Brad Boyes|11|2|4|6|0|4|2|0|1|20|10.00
Florida|36|L|Jussi Jokinen|11|1|5|6|1|10|0|0|0|17|5.90
Florida|5|D|Aaron Ekblad|11|1|3|4|-2|4|1|0|1|15|6.70
Florida|51|D|Brian Campbell|11|0|3|3|-3|0|0|0|0|12|0.00
Florida|17|C|Derek MacKenzie|11|1|2|3|-3|11|1|0|0|12|8.30
Florida|20|L|Sean Bergenheim|8|2|1|3|2|8|0|0|1|17|11.80
Florida|4|D|Dylan Olsen|11|0|3|3|1|4|0|0|0|6|0.00
Florida|73|C|Brandon Pirri|4|3|0|3|2|0|1|0|0|14|21.40
Florida|19|L|Scottie Upshall|11|1|1|2|0|16|0|0|1|16|6.30
Florida|12|R|Jimmy Hayes|5|0|2|2|0|2|0|0|0|14|0.00
Florida|7|D|Dmitry Kulikov|11|0|2|2|-1|6|0|0|0|13|0.00
Florida|27|C|Nick Bjugstad|11|1|1|2|0|12|1|0|0|30|3.30
Florida|44|D|Erik Gudbranson|11|1|1|2|2|15|0|0|0|17|5.90
Florida|11|L|Jonathan Huberdeau|8|1|1|2|0|6|0|0|0|16|6.30
Florida|33|D|Willie Mitchell|11|1|0|1|-1|4|0|0|0|11|9.10
Florida|82|R|Tomas Kopecky|11|0|1|1|-2|10|0|0|0|13|0.00
Florida|14|L|Tomas Fleischmann|11|0|1|1|2|2|0|0|0|20|0.00
Florida|16|C|Aleksander Barkov|9|1|0|1|-2|4|0|0|0|13|7.70
Florida|22|L|Shawn Thornton|9|0|0|0|-2|7|0|0|0|15|0.00
Florida|63|C|Dave Bolland|4|0|0|0|0|4|0|0|0|3|0.00
Florida|47|D|Colby Robak|2|0|0|0|0|0|0|0|0|2|0.00
Florida|21|C|Vincent Trocheck|3|0|0|0|-1|2|0|0|0|3|0.00
Florida|23|C|Rocco Grimaldi|3|0|0|0|-1|0|0|0|0|7|0.00
Arizona|3|D|Keith Yandle|12|1|9|10|1|8|1|0|0|47|2.10
Arizona|50|C|Antoine Vermette|12|3|6|9|-2|14|2|0|1|22|13.60
Arizona|19|R|Shane Doan|12|3|5|8|-2|9|1|0|0|37|8.10
Arizona|89|L|Mikkel Boedker|12|5|3|8|1|0|1|0|1|28|17.90
Arizona|23|D|Oliver Ekman-Larsson|12|2|6|8|-11|8|2|0|2|46|4.30
Arizona|11|C|Martin Hanzal|9|2|5|7|0|0|1|0|0|20|10.00
Arizona|10|R|Martin Erat|12|4|2|6|-6|14|1|0|0|19|21.10
Arizona|9|C|Sam Gagner|12|2|2|4|-3|8|0|0|0|24|8.30
Arizona|28|L|Lauri Korpikoski|12|1|2|3|-7|0|1|0|0|15|6.70
Arizona|26|D|Michael Stone|12|1|2|3|-2|6|0|0|0|26|3.80
Arizona|4|D|Zbynek Michalek|12|0|2|2|-3|2|0|0|0|22|0.00
Arizona|24|C|Kyle Chipchura|8|1|1|2|-1|16|0|0|0|4|25.00
Arizona|14|C|Joe Vitale|12|0|2|2|-4|9|0|0|0|4|0.00
Arizona|36|L|Rob Klinkhammer|11|2|0|2|1|4|0|0|0|17|11.80
Arizona|18|R|David Moss|6|0|1|1|-6|4|0|0|0|6|0.00
Arizona|44|R|B.J. Crombeen|8|1|0|1|-3|13|0|0|0|4|25.00
Arizona|20|D|Chris Summers|5|0|1|1|-2|2|0|0|0|2|0.00
Arizona|6|D|David Schlemko|6|0|1|1|-3|0|0|0|0|7|0.00
Arizona|22|L|Brandon McMillan|12|0|1|1|-3|8|0|0|0|7|0.00
Arizona|12|C|Justin Hodgman|4|1|0|1|-1|2|1|0|0|2|50.00
Arizona|8|R|Tobias Rieder|2|1|0|1|3|0|0|0|1|4|25.00
Arizona|5|D|Connor Murphy|12|1|0|1|-5|7|0|0|0|7|14.30
Arizona|33|D|Brandon Gormley|1|0|0|0|0|2|0|0|0|2|0.00
Washington|8|R|Alex Ovechkin|12|6|7|13|-2|8|3|0|1|58|10.30
Washington|19|C|Nicklas Backstrom|12|3|10|13|-3|8|0|0|0|23|13.00
Washington|52|D|Mike Green|11|3|6|9|3|2|1|0|0|25|12.00
Washington|74|D|John Carlson|12|2|7|9|-3|6|1|0|0|32|6.30
Washington|42|R|Joel Ward|12|6|2|8|-1|2|3|0|1|19|31.60
Washington|20|R|Troy Brouwer|12|4|4|8|1|4|1|0|0|28|14.30
Washington|90|C|Marcus Johansson|12|5|3|8|0|0|1|0|1|22|22.70
Washington|65|L|Andre Burakovsky|12|2|6|8|2|6|1|0|0|17|11.80
Washington|92|C|Evgeny Kuznetsov|12|1|5|6|2|4|1|0|0|21|4.80
Washington|44|D|Brooks Orpik|12|0|3|3|-6|20|0|0|0|7|0.00
Washington|16|R|Eric Fehr|10|1|2|3|3|6|0|0|0|25|4.00
Washington|2|D|Matt Niskanen|12|0|3|3|-2|2|0|0|0|12|0.00
Washington|43|R|Tom Wilson|4|1|2|3|-3|11|0|0|0|10|10.00
Washington|25|L|Jason Chimera|12|1|1|2|-2|8|0|0|0|12|8.30
Washington|27|D|Karl Alzner|12|0|2|2|-3|4|0|0|0|7|0.00
Washington|87|C|Liam O'Brien|10|1|1|2|4|21|0|0|0|15|6.70
Washington|21|C|Brooks Laich|5|0|1|1|-1|0|0|0|0|5|0.00
Washington|67|C|Chris Brown|3|1|0|1|1|2|0|0|0|3|33.30
Washington|46|C|Michael Latta|9|0|1|1|2|14|0|0|0|2|0.00
Washington|83|R|Jay Beagle|7|0|0|0|-2|0|0|0|0|15|0.00
Washington|38|D|Jack Hillen|1|0|0|0|1|0|0|0|0|0|0.00
Washington|88|D|Nate Schmidt|12|0|0|0|6|4|0|0|0|10|0.00
Edmonton|4|L|Taylor Hall|11|6|4|10|4|6|1|0|0|36|16.70
Edmonton|14|R|Jordan Eberle|12|3|6|9|-3|10|1|0|0|25|12.00
Edmonton|93|C|Ryan Nugent-Hopkins|11|4|4|8|-4|5|0|0|1|23|17.40
Edmonton|57|L|David Perron|13|1|5|6|-7|0|0|0|0|30|3.30
Edmonton|19|D|Justin Schultz|13|2|4|6|-5|2|0|0|0|20|10.00
Edmonton|16|R|Teddy Purcell|13|1|4|5|-10|0|1|0|0|18|5.60
Edmonton|26|C|Mark Arcobello|13|3|2|5|1|4|0|0|0|17|17.60
Edmonton|10|R|Nail Yakupov|13|2|3|5|-5|2|0|0|0|31|6.50
Edmonton|67|L|Benoit Pouliot|13|1|3|4|-4|6|0|0|1|16|6.30
Edmonton|29|C|Leon Draisaitl|13|1|3|4|-6|0|0|0|1|20|5.00
Edmonton|27|C|Boyd Gordon|13|1|2|3|-3|0|1|0|0|19|5.30
Edmonton|86|D|Nikita Nikitin|10|1|2|3|-1|6|1|0|1|18|5.60
Edmonton|5|D|Mark Fayne|13|1|2|3|-4|4|0|0|0|13|7.70
Edmonton|6|L|Jesse Joensuu|13|2|1|3|-4|12|0|1|0|13|15.40
Edmonton|23|L|Matt Hendricks|13|2|0|2|-5|25|0|0|0|16|12.50
Edmonton|21|D|Andrew Ference|11|0|1|1|-1|6|0|0|0|8|0.00
Edmonton|2|D|Jeff Petry|12|0|1|1|-3|4|0|0|0|20|0.00
Edmonton|85|D|Martin Marincin|8|0|1|1|-2|2|0|0|0|4|0.00
Edmonton|59|D|Brad Hunt|6|1|0|1|-6|0|1|0|0|7|14.30
Edmonton|22|D|Keith Aulie|1|0|0|0|1|2|0|0|0|2|0.00
Edmonton|41|C|Will Acton|3|0|0|0|-2|5|0|0|0|2|0.00
Edmonton|62|R|Iiro Pakarinen|1|0|0|0|0|0|0|0|0|0|0.00
Edmonton|84|D|Oscar Klefbom|2|0|0|0|-2|0|0|0|0|2|0.00
Edmonton|39|C|Bogdan Yakimov|1|0|0|0|-1|0|0|0|0|1|0.00
Edmonton|25|D|Darnell Nurse|2|0|0|0|-2|0|0|0|0|2|0.00
Buffalo|21|R|Drew Stafford|14|2|5|7|-9|23|2|0|0|26|7.70
Buffalo|63|C|Tyler Ennis|14|4|3|7|-7|4|0|1|0|24|16.70
Buffalo|28|C|Zemgus Girgensons|14|2|2|4|-2|4|0|0|0|27|7.40
Buffalo|24|D|Tyson Strachan|5|0|3|3|0|2|0|0|0|0|0.00
Buffalo|82|L|Marcus Foligno|11|2|1|3|-5|4|0|0|0|15|13.30
Buffalo|26|L|Matt Moulson|14|0|2|2|-7|2|0|0|0|24|0.00
Buffalo|17|C|Torrey Mitchell|14|1|1|2|-4|8|0|0|0|9|11.10
Buffalo|80|R|Chris Stewart|14|1|1|2|-5|11|0|0|0|36|2.80
Buffalo|19|C|Cody Hodgson|14|1|1|2|-9|2|0|0|0|19|5.30
Buffalo|57|D|Tyler Myers|14|0|2|2|-5|25|0|0|0|26|0.00
Buffalo|12|R|Brian Gionta|14|0|1|1|-6|4|0|0|0|21|0.00
Buffalo|8|C|Cody McCormick|14|0|1|1|-4|18|0|0|0|13|0.00
Buffalo|41|D|Andrej Meszaros|11|0|1|1|-10|12|0|0|0|10|0.00
Buffalo|44|L|Nicolas Deslauriers|14|1|0|1|-2|18|0|0|1|12|8.30
Buffalo|65|C|Brian Flynn|5|1|0|1|-1|0|0|0|0|6|16.70
Buffalo|23|C|Sam Reinhart|9|0|1|1|-1|2|0|0|0|3|0.00
Buffalo|4|D|Josh Gorges|14|0|0|0|-6|6|0|0|0|6|0.00
Buffalo|61|D|Andre Benoit|12|0|0|0|-9|8|0|0|0|11|0.00
Buffalo|6|D|Mike Weber|12|0|0|0|-6|13|0|0|0|5|0.00
Buffalo|22|L|Johan Larsson|2|0|0|0|-1|0|0|0|0|0|0.00
Buffalo|55|D|Rasmus Ristolainen|14|0|0|0|-8|6|0|0|0|10|0.00
Buffalo|51|D|Nikita Zadorov|3|0|0|0|1|0|0|0|0|1|0.00
Columbus|19|C|Ryan Johansen|12|5|9|14|-5|6|2|0|0|35|14.30
Columbus|71|L|Nick Foligno|11|6|7|13|2|9|3|0|0|26|23.10
Columbus|43|L|Scott Hartnell|12|1|9|10|-7|21|1|0|0|44|2.30
Columbus|13|R|Cam Atkinson|11|5|2|7|-5|0|2|0|2|38|13.20
Columbus|7|D|Jack Johnson|12|0|5|5|-11|10|0|0|0|15|0.00
Columbus|55|C|Mark Letestu|9|3|2|5|-1|0|0|1|1|16|18.80
Columbus|58|D|David Savard|12|2|3|5|-5|8|1|0|0|14|14.30
Columbus|42|C|Artem Anisimov|9|2|2|4|-4|4|0|0|0|13|15.40
Columbus|21|D|James Wisniewski|9|0|3|3|-1|6|0|0|0|28|0.00
Columbus|10|R|Jack Skille|12|3|0|3|0|9|0|0|0|27|11.10
Columbus|47|D|Dalton Prout|9|0|3|3|0|0|0|0|0|7|0.00
Columbus|11|L|Matt Calvert|8|1|1|2|-3|6|0|0|1|10|10.00
Columbus|20|D|Tim Erixon|11|1|1|2|-2|2|1|0|0|13|7.70
Columbus|39|C|Michael Chaput|12|0|2|2|-2|6|0|0|0|10|0.00
Columbus|23|C|Brian Gibbons|2|0|2|2|2|4|0|0|0|0|0.00
Columbus|56|C|Marko Dano|8|1|1|2|0|0|0|0|0|14|7.10
Columbus|41|C|Alexander Wennberg|11|0|2|2|-9|2|0|0|0|13|0.00
Columbus|51|D|Fedor Tyutin|12|0|1|1|1|2|0|0|0|12|0.00
Columbus|40|R|Jared Boll|12|0|1|1|-3|28|0|0|0|7|0.00
Columbus|26|R|Corey Tropp|5|0|1|1|-1|25|0|0|0|1|0.00
Columbus|32|R|Adam Cracknell|6|0|0|0|-4|2|0|0|0|6|0.00
Columbus|28|D|Frédéric St-Denis|1|0|0|0|0|0|0|0|0|0|0.00
Columbus|29|D|Cody Goloubef|3|0|0|0|-1|2|0|0|0|2|0.00
Columbus|37|C|Sean Collins|2|0|0|0|-1|0|0|0|0|1|0.00
Columbus|38|C|Boone Jenner|1|0|0|0|-1|0|0|0|0|1|0.00
Columbus|27|D|Ryan Murray|4|0|0|0|-3|2|0|0|0|1|0.00
Carolina|19|L|Jiri Tlusty|11|6|2|8|-3|4|4|0|0|20|30.00
Carolina|20|C|Riley Nash|11|3|5|8|1|0|0|0|0|18|16.70
Carolina|25|L|Chris Terry|11|4|3|7|3|4|1|0|0|10|40.00
Carolina|16|C|Elias Lindholm|11|3|3|6|-3|2|0|0|2|24|12.50
Carolina|12|C|Eric Staal|6|2|3|5|-2|0|1|0|0|15|13.30
Carolina|4|D|Andrej Sekera|10|0|5|5|-1|2|0|0|0|10|0.00
Carolina|27|D|Justin Faulk|11|1|4|5|-5|6|0|1|1|26|3.80
Carolina|22|L|Zach Boychuk|9|2|2|4|5|0|0|0|0|19|10.50
Carolina|44|D|Jay Harrison|9|1|2|3|-2|36|0|0|0|13|7.70
Carolina|14|L|Nathan Gerbe|7|1|2|3|3|4|1|0|0|21|4.80
Carolina|6|D|Tim Gleason|11|0|2|2|-2|12|0|0|0|8|0.00
Carolina|18|C|Jay McClement|11|0|2|2|-3|5|0|0|0|11|0.00
Carolina|28|R|Alexander Semin|9|0|2|2|-7|4|0|0|0|12|0.00
Carolina|73|D|Brett Bellemore|6|0|2|2|0|8|0|0|0|4|0.00
Carolina|53|L|Jeff Skinner|7|1|1|2|-5|4|0|0|0|21|4.80
Carolina|65|D|Ron Hainsey|10|0|1|1|-4|0|0|0|0|11|0.00
Carolina|26|D|John-Michael Liles|5|0|1|1|-3|0|0|0|0|5|0.00
Carolina|49|C|Victor Rask|11|1|0|1|-3|4|0|0|0|28|3.60
Carolina|7|D|Ryan Murphy|6|0|1|1|-3|2|0|0|0|13|0.00
Carolina|39|R|Patrick Dwyer|5|0|0|0|-1|0|0|0|0|2|0.00
Carolina|24|C|Brad Malone|10|0|0|0|-7|6|0|0|0|10|0.00
Carolina|48|C|Brody Sutter|4|0|0|0|-2|0|0|0|0|0|0.00
Carolina|36|C|Patrick Brown|7|0|0|0|-4|4|0|0|0|4|0.00
